dataset,repetition,fold,method,log_likelihood,mean_heldout_density,is_fallback
PctKids2Par,6,4,LOGIT_LSCV,-7.013834409181511,1.399655384291397,False
PctKids2Par,6,4,REFLECT_SILV,-0.1242454703802634,1.402660069441963,False
PctKids2Par,6,4,REFLECT_LSCV,-0.12402712212217841,1.4012569003935795,False
PctKids2Par,6,5,BETA_ROT,-17.504955482287613,1.3267435284691476,False
PctKids2Par,6,5,BETA_LSCV,-17.512892066500733,1.3345692293849565,False
PctKids2Par,6,5,LOGIT_SILV,-17.458012825531046,1.2855643591459898,False
PctKids2Par,6,5,LOGIT_LSCV,-17.534316571218145,1.34161297463737,False
PctKids2Par,6,5,REFLECT_SILV,-0.17069342293861756,1.34834958538988,False
PctKids2Par,6,5,REFLECT_LSCV,-0.2026686283035585,1.352704878264359,False
PctKids2Par,6,6,BETA_ROT,-7.053365445785823,1.400081790980776,False
PctKids2Par,6,6,BETA_LSCV,-7.057035678570593,1.4104582276040611,False
PctKids2Par,6,6,LOGIT_SILV,-7.012843061232049,1.3331822029196574,False
PctKids2Par,6,6,LOGIT_LSCV,-7.052529031794636,1.416047817972027,False
PctKids2Par,6,6,REFLECT_SILV,-0.12701481740046394,1.4181903534994844,False
PctKids2Par,6,6,REFLECT_LSCV,-0.127305100835836,1.4187424504294306,False
PctKids2Par,6,7,BETA_ROT,-0.13013582367739018,1.3875642477628691,False
PctKids2Par,6,7,BETA_LSCV,-0.13162957567852188,1.3978433033879822,False
PctKids2Par,6,7,LOGIT_SILV,-0.07499339387221748,1.3269976486881647,False
PctKids2Par,6,7,LOGIT_LSCV,-0.12448965890259718,1.4061675100408237,False
PctKids2Par,6,7,REFLECT_SILV,-0.1268990857969173,1.4030796114053767,False
PctKids2Par,6,7,REFLECT_LSCV,-0.13742881913492971,1.4069687364659358,False
PctKids2Par,6,8,BETA_ROT,-0.15582370733995157,1.3506952152147438,False
PctKids2Par,6,8,BETA_LSCV,-0.15929232250199318,1.3610987846538178,False
PctKids2Par,6,8,LOGIT_SILV,-0.10131512538780135,1.295499400655499,False
PctKids2Par,6,8,LOGIT_LSCV,-0.15510306443497474,1.3657332310853323,False
PctKids2Par,6,8,REFLECT_SILV,-0.15399441034371186,1.3669766783783317,False
PctKids2Par,6,8,REFLECT_LSCV,-0.15241823061315538,1.3648899670479044,False
PctKids2Par,6,9,BETA_ROT,-10.520132403804327,1.3773201136194426,False
PctKids2Par,6,9,BETA_LSCV,-10.521600617369732,1.3876285616084973,False
PctKids2Par,6,9,LOGIT_SILV,-10.481383134634784,1.3265329465850377,False
PctKids2Par,6,9,LOGIT_LSCV,-10.516329767440812,1.3942753255960552,False
PctKids2Par,6,9,REFLECT_SILV,-0.1320764041228965,1.3950646098356307,False
PctKids2Par,6,9,REFLECT_LSCV,-0.1320256758886116,1.3940218989994264,False
PctKids2Par,6,10,BETA_ROT,-7.108793981820393,1.3839970095842893,False
PctKids2Par,6,10,BETA_LSCV,-7.110063470916287,1.3940222308070542,False
PctKids2Par,6,10,LOGIT_SILV,-7.049685616711391,1.3258600545742008,False
PctKids2Par,6,10,LOGIT_LSCV,-7.103370788055244,1.4009859400626674,False
PctKids2Par,6,10,REFLECT_SILV,-0.16764054749467316,1.4015794529141183,False
PctKids2Par,6,10,REFLECT_LSCV,-0.1680095994272449,1.4025365832996457,False
PctKids2Par,7,1,BETA_ROT,-7.042843561370992,1.3635641950497361,False
PctKids2Par,7,1,BETA_LSCV,-7.0443390385975295,1.3738309262232797,False
PctKids2Par,7,1,LOGIT_SILV,-6.992307461070036,1.316274756372868,False
PctKids2Par,7,1,LOGIT_LSCV,-7.037684608631353,1.3820923861331795,False
PctKids2Par,7,1,REFLECT_SILV,-0.14758110083075177,1.3822446996214626,False
PctKids2Par,7,1,REFLECT_LSCV,-0.14763931383533963,1.382346734738714,False
PctKids2Par,7,2,BETA_ROT,-3.5878432618296245,1.4022915585197182,False
PctKids2Par,7,2,BETA_LSCV,-3.5905756275023863,1.4120912702690203,False
PctKids2Par,7,2,LOGIT_SILV,-3.5420065240543988,1.3457217046986858,False
PctKids2Par,7,2,LOGIT_LSCV,-3.5868366478337066,1.4198832493554199,False
PctKids2Par,7,2,REFLECT_SILV,-0.1282452311476577,1.4186371826905275,False
PctKids2Par,7,2,REFLECT_LSCV,-0.1281156237370904,1.4180661198077757,False
PctKids2Par,7,3,BETA_ROT,-3.5859949782441936,1.382799332455811,False
PctKids2Par,7,3,BETA_LSCV,-3.588508482572617,1.3925041084796697,False
PctKids2Par,7,3,LOGIT_SILV,-3.536477548746835,1.3127274468376293,False
PctKids2Par,7,3,LOGIT_LSCV,-3.578796263343816,1.3996068298561133,False
PctKids2Par,7,3,REFLECT_SILV,-0.12382814463108315,1.4022536905143814,False
PctKids2Par,7,3,REFLECT_LSCV,-0.1469856935210678,1.40341233167253,False
PctKids2Par,7,4,BETA_ROT,-10.467405136173772,1.4037740647204162,False
PctKids2Par,7,4,BETA_LSCV,-10.47026584958256,1.4137509478260255,False
PctKids2Par,7,4,LOGIT_SILV,-10.428944682602314,1.3246404577554196,False
PctKids2Par,7,4,LOGIT_LSCV,-10.463556373557992,1.4161132461755364,False
PctKids2Par,7,4,REFLECT_SILV,-0.12586459816302992,1.422571583808565,False
PctKids2Par,7,4,REFLECT_LSCV,-0.1258922292248071,1.422682712243244,False
PctKids2Par,7,5,BETA_ROT,-7.100250125703166,1.3659678280752314,False
PctKids2Par,7,5,BETA_LSCV,-7.106222081790623,1.3753748907825665,False
PctKids2Par,7,5,LOGIT_SILV,-7.051874850240339,1.3195541954134786,False
PctKids2Par,7,5,LOGIT_LSCV,-7.122016302325396,1.3827859887377978,False
PctKids2Par,7,5,REFLECT_SILV,-0.16797425021690088,1.3840559686563085,False
PctKids2Par,7,5,REFLECT_LSCV,-0.1680049964588332,1.3840979770043378,False
PctKids2Par,7,6,BETA_ROT,-7.084236969127066,1.3533308519820497,False
PctKids2Par,7,6,BETA_LSCV,-7.085790327747617,1.363687114421268,False
PctKids2Par,7,6,LOGIT_SILV,-7.036776398476933,1.3087230294699679,False
PctKids2Par,7,6,LOGIT_LSCV,-7.07846685101866,1.3710806590781468,False
PctKids2Par,7,6,REFLECT_SILV,-0.15468630945863143,1.3707613281358786,False
PctKids2Par,7,6,REFLECT_LSCV,-0.15353528177128872,1.3683054853563539,False
PctKids2Par,7,7,BETA_ROT,-7.095918167356099,1.3410665069543235,False
PctKids2Par,7,7,BETA_LSCV,-7.098474962574328,1.3512143907127177,False
PctKids2Par,7,7,LOGIT_SILV,-7.0390878084953785,1.2908263334077594,False
PctKids2Par,7,7,LOGIT_LSCV,-7.089172611255755,1.358076365166774,False
PctKids2Par,7,7,REFLECT_SILV,-0.16494645432413152,1.3601909583254443,False
PctKids2Par,7,7,REFLECT_LSCV,-0.16381601210580565,1.3586537808403927,False
PctKids2Par,7,8,BETA_ROT,-7.054860320572965,1.3902482856507792,False
PctKids2Par,7,8,BETA_LSCV,-7.056173669131372,1.4014929781616792,False
PctKids2Par,7,8,LOGIT_SILV,-7.015961977737221,1.3047182918499027,False
PctKids2Par,7,8,LOGIT_LSCV,-7.051019899072272,1.4015834144778432,False
PctKids2Par,7,8,REFLECT_SILV,-0.12836322443743775,1.4094329158837544,False
PctKids2Par,7,8,REFLECT_LSCV,-0.12831289723781258,1.408795430904971,False
PctKids2Par,7,9,BETA_ROT,-3.5992191953773003,1.3855222279323396,False
PctKids2Par,7,9,BETA_LSCV,-3.60132317051033,1.3958574149588676,False
PctKids2Par,7,9,LOGIT_SILV,-3.5452129585169216,1.3265694572965765,False
PctKids2Par,7,9,LOGIT_LSCV,-3.592400679805615,1.4042224940378563,False
PctKids2Par,7,9,REFLECT_SILV,-0.1327735683773209,1.4023715722184222,False
PctKids2Par,7,9,REFLECT_LSCV,-0.132351721294407,1.4017029404349697,False
PctKids2Par,7,10,BETA_ROT,-7.067791529955476,1.3697697064533407,False
PctKids2Par,7,10,BETA_LSCV,-7.06884687988265,1.3811456790959655,False
PctKids2Par,7,10,LOGIT_SILV,-7.015314778198549,1.3027734970653233,False
PctKids2Par,7,10,LOGIT_LSCV,-7.060234000273093,1.3857931769218856,False
PctKids2Par,7,10,REFLECT_SILV,-0.1386069695043368,1.3895991191517663,False
PctKids2Par,7,10,REFLECT_LSCV,-0.1383378597763157,1.3891496637450047,False
PctKids2Par,8,1,BETA_ROT,-3.6179811488242732,1.3335813048609462,False
PctKids2Par,8,1,BETA_LSCV,-3.6218130371385215,1.3437409405509697,False
PctKids2Par,8,1,LOGIT_SILV,-3.558933583337717,1.2855839039200134,False
PctKids2Par,8,1,LOGIT_LSCV,-3.633418745970588,1.3515651822135606,False
PctKids2Par,8,1,REFLECT_SILV,-0.16589326738050839,1.352228639125283,False
PctKids2Par,8,1,REFLECT_LSCV,-0.1663058407737301,1.3525463426984197,False
PctKids2Par,8,2,BETA_ROT,-0.1256206878574838,1.387037975558332,False
PctKids2Par,8,2,BETA_LSCV,-0.12544002313946126,1.3968424773677146,False
PctKids2Par,8,2,LOGIT_SILV,-0.07401572396931383,1.332360949856193,False
PctKids2Par,8,2,LOGIT_LSCV,-0.11773644991041766,1.406972154493655,False
PctKids2Par,8,2,REFLECT_SILV,-0.11835335438807539,1.4008151432150473,False
PctKids2Par,8,2,REFLECT_LSCV,-0.11864771326800735,1.4012517692887525,False
PctKids2Par,8,3,BETA_ROT,-7.024377282846002,1.3750836364970558,False
PctKids2Par,8,3,BETA_LSCV,-7.026748597329053,1.385977230151067,False
PctKids2Par,8,3,LOGIT_SILV,-6.982828576412594,1.3145319356933916,False
PctKids2Par,8,3,LOGIT_LSCV,-7.019480352602141,1.3924107757749227,False
PctKids2Par,8,3,REFLECT_SILV,-0.1282099787261258,1.3937135656943134,False
PctKids2Par,8,3,REFLECT_LSCV,-0.12819075923948353,1.3936497898482205,False
PctKids2Par,8,4,BETA_ROT,-0.15244109395346314,1.369503213805059,False
PctKids2Par,8,4,BETA_LSCV,-0.15613208941911697,1.3785664426439168,False
PctKids2Par,8,4,LOGIT_SILV,-0.0935517374806265,1.290539994162442,False
PctKids2Par,8,4,LOGIT_LSCV,-0.14893559271847953,1.3826166406317952,False
PctKids2Par,8,4,REFLECT_SILV,-0.15544259094862536,1.3840675008703043,False
PctKids2Par,8,4,REFLECT_LSCV,-0.15556785181990596,1.3843107778792763,False
PctKids2Par,8,5,BETA_ROT,-13.991998995815175,1.3956879492530136,False
PctKids2Par,8,5,BETA_LSCV,-13.992127736141233,1.4075560508331442,False
PctKids2Par,8,5,LOGIT_SILV,-13.953513923606378,1.3362054574748914,False
PctKids2Par,8,5,LOGIT_LSCV,-13.987171944842403,1.4114720999490056,False
PctKids2Par,8,5,REFLECT_SILV,-0.1301432078902789,1.419225725332204,False
PctKids2Par,8,5,REFLECT_LSCV,-0.13298086927225325,1.4279591162657028,False
PctKids2Par,8,6,BETA_ROT,-7.067636661807355,1.3767309435876456,False
PctKids2Par,8,6,BETA_LSCV,-7.069599089396422,1.3872071137578186,False
PctKids2Par,8,6,LOGIT_SILV,-7.011659728017741,1.314286881499603,False
PctKids2Par,8,6,LOGIT_LSCV,-7.060673670382425,1.392072082783219,False
PctKids2Par,8,6,REFLECT_SILV,-0.14090523176481579,1.3948004185364498,False
PctKids2Par,8,6,REFLECT_LSCV,-0.14033189663586476,1.3940248434675402,False
PctKids2Par,8,7,BETA_ROT,-20.927831085340536,1.3647989531018012,False
PctKids2Par,8,7,BETA_LSCV,-20.928772927891686,1.3762041348122993,False
PctKids2Par,8,7,LOGIT_SILV,-20.89510600964814,1.3165377474126037,False
PctKids2Par,8,7,LOGIT_LSCV,-20.92270045329763,1.3799949321520357,False
PctKids2Par,8,7,REFLECT_SILV,-0.14680552590499185,1.3879933392824708,False
PctKids2Par,8,7,REFLECT_LSCV,-0.14643164247893373,1.3852366325319043,False
PctKids2Par,8,8,BETA_ROT,-3.6069832875482666,1.3853160330058865,False
PctKids2Par,8,8,BETA_LSCV,-3.6099587243033184,1.3953939484966518,False
PctKids2Par,8,8,LOGIT_SILV,-3.5584462360086273,1.3256429143178263,False
PctKids2Par,8,8,LOGIT_LSCV,-3.601912425451547,1.4027184809244257,False
PctKids2Par,8,8,REFLECT_SILV,-0.13607225999497083,1.4033716789888173,False
PctKids2Par,8,8,REFLECT_LSCV,-0.1357174771606958,1.4023893611205713,False
PctKids2Par,8,9,BETA_ROT,-3.5904997107824115,1.4207061771277687,False
PctKids2Par,8,9,BETA_LSCV,-3.594776705045404,1.4300354070524186,False
PctKids2Par,8,9,LOGIT_SILV,-3.5453242956842987,1.345595059850693,False
PctKids2Par,8,9,LOGIT_LSCV,-3.5913981081946567,1.434764148343293,False
PctKids2Par,8,9,REFLECT_SILV,-0.12482449044592146,1.4373878114490086,False
PctKids2Par,8,9,REFLECT_LSCV,-0.12542607462106534,1.4381441455917319,False
PctKids2Par,8,10,BETA_ROT,-3.6577584095253175,1.3548684962346063,False
PctKids2Par,8,10,BETA_LSCV,-3.661795582302546,1.3643187114296513,False
PctKids2Par,8,10,LOGIT_SILV,-3.5994070225269836,1.2963918502334584,False
PctKids2Par,8,10,LOGIT_LSCV,-3.657594879184277,1.3700602736231593,False
PctKids2Par,8,10,REFLECT_SILV,-0.17818914059913635,1.372187190411937,False
PctKids2Par,8,10,REFLECT_LSCV,-0.1776181983978908,1.3713921033105316,False
PctKids2Par,9,1,BETA_ROT,-0.19799632146146834,1.3612621864634955,False
PctKids2Par,9,1,BETA_LSCV,-0.20245672410228657,1.3697778529553577,False
PctKids2Par,9,1,LOGIT_SILV,-0.13147194564284254,1.306926483024132,False
PctKids2Par,9,1,LOGIT_LSCV,-0.20022792878311876,1.379112683251,False
PctKids2Par,9,1,REFLECT_SILV,-0.1662684609083,1.3769333200139438,False
PctKids2Par,9,1,REFLECT_LSCV,-0.1673296428279587,1.3781369815086832,False
PctKids2Par,9,2,BETA_ROT,-7.019653141024281,1.3938207356977066,False
PctKids2Par,9,2,BETA_LSCV,-7.024936875713609,1.4032596377180722,False
PctKids2Par,9,2,LOGIT_SILV,-6.975576707971971,1.3334642880875944,False
PctKids2Par,9,2,LOGIT_LSCV,-7.022817674798646,1.4080503454599806,False
PctKids2Par,9,2,REFLECT_SILV,-0.13133017581143158,1.4101475823841707,False
PctKids2Par,9,2,REFLECT_LSCV,-0.13190284330469568,1.4108751148093532,False
PctKids2Par,9,3,BETA_ROT,-3.6040928634052642,1.3473846474638125,False
PctKids2Par,9,3,BETA_LSCV,-3.6058259991642467,1.3578393249506289,False
PctKids2Par,9,3,LOGIT_SILV,-3.545958124813585,1.2961026345628082,False
PctKids2Par,9,3,LOGIT_LSCV,-3.596175351626097,1.366151111325096,False
PctKids2Par,9,3,REFLECT_SILV,-0.1544553764571895,1.3648751529277297,False
PctKids2Par,9,3,REFLECT_LSCV,-0.1538516751816965,1.3634652798668292,False
PctKids2Par,9,4,BETA_ROT,-0.11628483904922186,1.4086654654215391,False
PctKids2Par,9,4,BETA_LSCV,-0.11955211621027148,1.4193639576847712,False
PctKids2Par,9,4,LOGIT_SILV,-0.06537086170444574,1.3313300728326252,False
PctKids2Par,9,4,LOGIT_LSCV,-0.11228920162858859,1.423382507168547,False
PctKids2Par,9,4,REFLECT_SILV,-0.11381628449682064,1.4275703900296002,False
PctKids2Par,9,4,REFLECT_LSCV,-0.11370859841298145,1.427432726008663,False
PctKids2Par,9,5,BETA_ROT,-10.508787421116185,1.3835938432288477,False
PctKids2Par,9,5,BETA_LSCV,-10.509391220913937,1.3956574737014948,False
PctKids2Par,9,5,LOGIT_SILV,-10.468870126546522,1.3169848259200814,False
PctKids2Par,9,5,LOGIT_LSCV,-10.501005959520704,1.396910210073153,False
PctKids2Par,9,5,REFLECT_SILV,-0.11899496040199128,1.4044787005550627,False
PctKids2Par,9,5,REFLECT_LSCV,-0.11828737811417436,1.4010371508110189,False
PctKids2Par,9,6,BETA_ROT,-10.59887915708016,1.3369084005722207,False
PctKids2Par,9,6,BETA_LSCV,-10.599895509107956,1.3470203865555972,False
PctKids2Par,9,6,LOGIT_SILV,-10.540957786289933,1.2823600599702698,False
PctKids2Par,9,6,LOGIT_LSCV,-10.589815637833476,1.3529782737131428,False
PctKids2Par,9,6,REFLECT_SILV,-0.20084741371221523,1.356214667958366,False
PctKids2Par,9,6,REFLECT_LSCV,-0.20037179402957409,1.3551938360346047,False
PctKids2Par,9,7,BETA_ROT,-10.556782036101584,1.3563219695395767,False
PctKids2Par,9,7,BETA_LSCV,-10.562875259317416,1.3656177501539934,False
PctKids2Par,9,7,LOGIT_SILV,-10.514467313536246,1.2806069521046948,False
PctKids2Par,9,7,LOGIT_LSCV,-10.57740731808421,1.3667940631060678,False
PctKids2Par,9,7,REFLECT_SILV,-0.15859423329429423,1.3783212858130272,False
PctKids2Par,9,7,REFLECT_LSCV,-0.1591842489354839,1.3791041620204185,False
PctKids2Par,9,8,BETA_ROT,-14.005311993393413,1.3887906748851093,False
PctKids2Par,9,8,BETA_LSCV,-14.007710943234597,1.3988801922992973,False
PctKids2Par,9,8,LOGIT_SILV,-13.963938126917766,1.3458545194730196,False
PctKids2Par,9,8,LOGIT_LSCV,-14.004516213709696,1.4083445883800643,False
PctKids2Par,9,8,REFLECT_SILV,-0.14524187163833244,1.408025399776178,False
PctKids2Par,9,8,REFLECT_LSCV,-0.14547487373307313,1.4083444511939298,False
PctKids2Par,9,9,BETA_ROT,-3.5963943583418345,1.3831272547332045,False
PctKids2Par,9,9,BETA_LSCV,-3.598482057182147,1.3935082484083776,False
PctKids2Par,9,9,LOGIT_SILV,-3.5464120592826656,1.32446974041231,False
PctKids2Par,9,9,LOGIT_LSCV,-3.5945665933929156,1.4004935662604225,False
PctKids2Par,9,9,REFLECT_SILV,-0.1317792143212719,1.3999503873831345,False
PctKids2Par,9,9,REFLECT_LSCV,-0.14123186266487822,1.4053590381492806,False
PctKids2Par,9,10,BETA_ROT,-3.56388797435703,1.4072386119937048,False
PctKids2Par,9,10,BETA_LSCV,-3.5647875010227468,1.4184844340226614,False
PctKids2Par,9,10,LOGIT_SILV,-3.525951210962047,1.338238206990314,False
PctKids2Par,9,10,LOGIT_LSCV,-3.5599212819632595,1.424199991406543,False
PctKids2Par,9,10,REFLECT_SILV,-0.10092827115985606,1.4234893645351778,False
PctKids2Par,9,10,REFLECT_LSCV,-0.10083016063242942,1.4231148719458435,False
PctKids2Par,10,1,BETA_ROT,-3.603409307072574,1.3307685387984218,False
PctKids2Par,10,1,BETA_LSCV,-3.6065096397145,1.340945888858902,False
PctKids2Par,10,1,LOGIT_SILV,-3.540484227805727,1.2929063626424278,False
PctKids2Par,10,1,LOGIT_LSCV,-3.597005900346075,1.3514047528272066,False
PctKids2Par,10,1,REFLECT_SILV,-0.14952360595985278,1.349636704232162,False
PctKids2Par,10,1,REFLECT_LSCV,-0.14905142183445436,1.3492184959129756,False
PctKids2Par,10,2,BETA_ROT,-7.033569139196927,1.350026011221304,False
PctKids2Par,10,2,BETA_LSCV,-7.034852227762048,1.3601388522579043,False
PctKids2Par,10,2,LOGIT_SILV,-6.988320354049387,1.2892957866440526,False
PctKids2Par,10,2,LOGIT_LSCV,-7.027390763075459,1.3656230880326388,False
PctKids2Par,10,2,REFLECT_SILV,-0.14294592075248755,1.3671839436785442,False
PctKids2Par,10,2,REFLECT_LSCV,-0.14289787481883046,1.3668844877250672,False
PctKids2Par,10,3,BETA_ROT,-10.492770596881503,1.39576820253947,False
PctKids2Par,10,3,BETA_LSCV,-10.497980904316808,1.4069093612108987,False
PctKids2Par,10,3,LOGIT_SILV,-10.447438593118228,1.3397776058179138,False
PctKids2Par,10,3,LOGIT_LSCV,-10.51087285839342,1.4150487366545286,False
PctKids2Par,10,3,REFLECT_SILV,-0.1356893634716446,1.418274994277545,False
PctKids2Par,10,3,REFLECT_LSCV,-0.13550250445235867,1.4178704227802548,False
PctKids2Par,10,4,BETA_ROT,-7.050653722262338,1.3723094545786418,False
PctKids2Par,10,4,BETA_LSCV,-7.052512562407405,1.382049563102343,False
PctKids2Par,10,4,LOGIT_SILV,-6.999087969736547,1.3146266102261577,False
PctKids2Par,10,4,LOGIT_LSCV,-7.045074131954809,1.388840433793186,False
PctKids2Par,10,4,REFLECT_SILV,-0.1514051571828289,1.3898179129166508,False
PctKids2Par,10,4,REFLECT_LSCV,-0.150898424474721,1.3884701069047622,False
PctKids2Par,10,5,BETA_ROT,-7.101361628612018,1.3783596836493992,False
PctKids2Par,10,5,BETA_LSCV,-7.104147496329723,1.388798052362418,False
PctKids2Par,10,5,LOGIT_SILV,-7.042568683202362,1.3137116255569228,False
PctKids2Par,10,5,LOGIT_LSCV,-7.100498189118035,1.392832646778692,False
PctKids2Par,10,5,REFLECT_SILV,-0.16202465993383264,1.4000849071943686,False
PctKids2Par,10,5,REFLECT_LSCV,-0.18266646077443693,1.405579357420157,False
PctKids2Par,10,6,BETA_ROT,-13.988255756727776,1.3968566867227954,False
PctKids2Par,10,6,BETA_LSCV,-13.989562376071136,1.4080041824903458,False
PctKids2Par,10,6,LOGIT_SILV,-13.951147482729425,1.3397817847981248,False
PctKids2Par,10,6,LOGIT_LSCV,-13.984052799672895,1.4128083645092107,False
PctKids2Par,10,6,REFLECT_SILV,-0.13372532758105188,1.417367035457283,False
PctKids2Par,10,6,REFLECT_LSCV,-0.1335538058460429,1.4156899669849194,False
PctKids2Par,10,7,BETA_ROT,-7.023966479289851,1.4135783400503612,False
PctKids2Par,10,7,BETA_LSCV,-7.025352943882233,1.4253214800936775,False
PctKids2Par,10,7,LOGIT_SILV,-6.991085964148392,1.3477728316327813,False
PctKids2Par,10,7,LOGIT_LSCV,-7.020067772117332,1.431341392953517,False
PctKids2Par,10,7,REFLECT_SILV,-0.09929397240055457,1.4320912854355765,False
PctKids2Par,10,7,REFLECT_LSCV,-0.09905244930441667,1.4301535013698508,False
PctKids2Par,10,8,BETA_ROT,-7.093218513171272,1.3555097397130647,False
PctKids2Par,10,8,BETA_LSCV,-7.0945971227231155,1.365317128419059,False
PctKids2Par,10,8,LOGIT_SILV,-7.049188371227557,1.298687180411119,False
PctKids2Par,10,8,LOGIT_LSCV,-7.087159839752206,1.3700688569331447,False
PctKids2Par,10,8,REFLECT_SILV,-0.1593541694197626,1.3730309795820157,False
PctKids2Par,10,8,REFLECT_LSCV,-0.15938020659458316,1.3731036638916718,False
PctKids2Par,10,9,BETA_ROT,-0.11274423810688586,1.4306304643249659,False
PctKids2Par,10,9,BETA_LSCV,-0.11829681889910229,1.4388146534610324,False
PctKids2Par,10,9,LOGIT_SILV,-0.07023317157480416,1.3343701066791207,False
PctKids2Par,10,9,LOGIT_LSCV,-0.11739396864114779,1.4392746371250698,False
PctKids2Par,10,9,REFLECT_SILV,-0.11143038721398163,1.4450467381971628,False
PctKids2Par,10,9,REFLECT_LSCV,-0.11348277432819273,1.4466881172742956,False
PctKids2Par,10,10,BETA_ROT,-0.17955231182622292,1.3351113762253735,False
PctKids2Par,10,10,BETA_LSCV,-0.1823413450882595,1.344069636639217,False
PctKids2Par,10,10,LOGIT_SILV,-0.1124546349803676,1.2832473635292407,False
PctKids2Par,10,10,LOGIT_LSCV,-0.17579900224541684,1.352020525096981,False
PctKids2Par,10,10,REFLECT_SILV,-0.18157667438852712,1.3478316864649942,False
PctKids2Par,10,10,REFLECT_LSCV,-0.18143463837868534,1.3477143050717892,False
PctPopUnderPov,1,1,BETA_ROT,-3.604130138922208,1.5979522091420382,True
PctPopUnderPov,1,1,BETA_LSCV,-3.6028554650350215,1.5729748958078857,False
PctPopUnderPov,1,1,LOGIT_SILV,-3.5922939159489595,1.514542388893725,False
PctPopUnderPov,1,1,LOGIT_LSCV,-3.5983207335353904,1.6058482547107342,False
PctPopUnderPov,1,1,REFLECT_SILV,-0.1415509889544552,1.5292330802373686,False
PctPopUnderPov,1,1,REFLECT_LSCV,-0.14152943881989302,1.6183581699730574,False
PctPopUnderPov,1,2,BETA_ROT,-7.00383295152581,1.634288322510115,True
PctPopUnderPov,1,2,BETA_LSCV,-7.001671500619516,1.617235791221807,False
PctPopUnderPov,1,2,LOGIT_SILV,-6.997713887400775,1.5758220009576036,False
PctPopUnderPov,1,2,LOGIT_LSCV,-7.001117187745308,1.6446114555160687,False
PctPopUnderPov,1,2,REFLECT_SILV,-0.10513959646475904,1.5864610362971496,False
PctPopUnderPov,1,2,REFLECT_LSCV,-0.10120850075054148,1.6430519916746047,False
PctPopUnderPov,1,3,BETA_ROT,-13.89756944693331,1.7076457921014063,True
PctPopUnderPov,1,3,BETA_LSCV,-13.890895254276938,1.6817582523866423,False
PctPopUnderPov,1,3,LOGIT_SILV,-13.888538297454602,1.6548918370324526,False
PctPopUnderPov,1,3,LOGIT_LSCV,-13.89293101448554,1.7231374540617532,False
PctPopUnderPov,1,3,REFLECT_SILV,-0.0928024553325686,1.645564703042613,False
PctPopUnderPov,1,3,REFLECT_LSCV,-0.07641373152302754,1.7357549718578247,False
PctPopUnderPov,1,4,BETA_ROT,-13.972355067033844,1.4844670739910975,True
PctPopUnderPov,1,4,BETA_LSCV,-13.964429827548761,1.469169797904411,False
PctPopUnderPov,1,4,LOGIT_SILV,-13.943158430564218,1.4438290481662408,False
PctPopUnderPov,1,4,LOGIT_LSCV,-13.96262633809409,1.5076464817629347,False
PctPopUnderPov,1,4,REFLECT_SILV,-0.16273829135333004,1.4472029531611212,False
PctPopUnderPov,1,4,REFLECT_LSCV,-0.17028094519220702,1.5004368104364796,False
PctPopUnderPov,1,5,BETA_ROT,-7.100464292786906,1.545967889103555,True
PctPopUnderPov,1,5,BETA_LSCV,-7.094446576131337,1.5288015709023677,False
PctPopUnderPov,1,5,LOGIT_SILV,-7.078595365848925,1.466566836086789,False
PctPopUnderPov,1,5,LOGIT_LSCV,-7.0905092738303805,1.561600371747083,False
PctPopUnderPov,1,5,REFLECT_SILV,-0.14700203260619146,1.4928611933578169,False
PctPopUnderPov,1,5,REFLECT_LSCV,-0.14879246480202798,1.5649738998880154,False
PctPopUnderPov,1,6,BETA_ROT,-14.029040908225486,1.5563612246848226,True
PctPopUnderPov,1,6,BETA_LSCV,-14.027628992355847,1.5343087645088762,False
PctPopUnderPov,1,6,LOGIT_SILV,-14.01389269551438,1.4981958881043946,False
PctPopUnderPov,1,6,LOGIT_LSCV,-14.024566326153046,1.5648074843306732,False
PctPopUnderPov,1,6,REFLECT_SILV,-0.1532446010884959,1.5128500039829131,False
PctPopUnderPov,1,6,REFLECT_LSCV,-0.15404813576186055,1.5822948943546213,False
PctPopUnderPov,1,7,BETA_ROT,-3.5821599866077274,1.6745735810670896,True
PctPopUnderPov,1,7,BETA_LSCV,-3.5789641944403843,1.647796677071475,False
PctPopUnderPov,1,7,LOGIT_SILV,-3.5707854106450867,1.6240620557108683,False
PctPopUnderPov,1,7,LOGIT_LSCV,-3.5768162480152585,1.6980680451607817,False
PctPopUnderPov,1,7,REFLECT_SILV,-0.1092231959122159,1.6056874048278522,False
PctPopUnderPov,1,7,REFLECT_LSCV,-0.11155940564897224,1.6890760819531125,False
PctPopUnderPov,1,8,BETA_ROT,-14.003819138363006,1.5076142041358307,True
PctPopUnderPov,1,8,BETA_LSCV,-13.997423364701188,1.4917897743582853,False
PctPopUnderPov,1,8,LOGIT_SILV,-13.99474571606658,1.463870092039641,False
PctPopUnderPov,1,8,LOGIT_LSCV,-13.996834738655657,1.518620436878105,False
PctPopUnderPov,1,8,REFLECT_SILV,-0.12672196227457305,1.4817416342843168,False
PctPopUnderPov,1,8,REFLECT_LSCV,-0.12275649703025843,1.5309369578538705,False
PctPopUnderPov,1,9,BETA_ROT,-7.120490749709572,1.5805662025778113,True
